id,ami_launch_index,architecture,block_device_mappings,client_token,ebs_optimized,hypervisor,iam_instance_profile,image_id,instance_id,instance_lifecycle,instance_type,kernel_id,key_name,launch_time,monitoring,network_interfaces_attribute,placement,platform,private_dns_name,private_ip_address,product_codes,public_dns_name,public_ip_address,ramdisk_id,root_device_name,root_device_type,security_groups,source_dest_check,spot_instance_request_id,sriov_net_support,state,state_reason,state_transition_reason,subnet_id,tags,virtualization_type,vpc_id
i-f826a433,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-a800a74d', u'AttachTime': datetime.datetime(2015, 6, 10, 12, 15, 12, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-0d01a6e8', u'AttachTime': datetime.datetime(2015, 6, 10, 12, 15, 12, tzinfo=tzutc())}}]",DlPUE1433938509360,False,xen,,ami-8d668cc9,i-f826a433,,m3.xlarge,,dennis@easemob.com,2015-10-13 08:02:30+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:96:c6:e1:89:e3', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '54.183.82.5', u'PublicDnsName': 'ec2-54-183-82-5.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-c760aca3', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-28-116.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.183.82.5', u'PublicDnsName': 'ec2-54-183-82-5.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.28.116'}], u'PrivateDnsName': 'ip-172-31-28-116.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-6d66e230', u'AttachTime': datetime.datetime(2015, 6, 10, 12, 15, 10, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.28.116'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-28-116.us-west-1.compute.internal,172.31.28.116,[],ec2-54-183-82-5.us-west-1.compute.amazonaws.com,54.183.82.5,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-storm1', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-2f24a6e4,5,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-e500a700', u'AttachTime': datetime.datetime(2015, 6, 10, 12, 15, 13, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-aa00a74f', u'AttachTime': datetime.datetime(2015, 6, 10, 12, 15, 13, tzinfo=tzutc())}}]",DlPUE1433938509360,False,xen,,ami-8d668cc9,i-2f24a6e4,,m3.xlarge,,dennis@easemob.com,2015-09-29 07:04:09+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:14:fc:45:9f:bd', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '54.67.79.15', u'PublicDnsName': 'ec2-54-67-79-15.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-c460aca0', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-28-119.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.67.79.15', u'PublicDnsName': 'ec2-54-67-79-15.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.28.119'}], u'PrivateDnsName': 'ip-172-31-28-119.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-0d66e250', u'AttachTime': datetime.datetime(2015, 6, 10, 12, 15, 10, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.28.119'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-28-119.us-west-1.compute.internal,172.31.28.119,[],ec2-54-67-79-15.us-west-1.compute.amazonaws.com,54.67.79.15,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-storm2', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-c7bbc707,0,x86_64,[],4f2b5f5e-05d7-462e-aefa-4b57f61f7312,False,xen,"{u'Id': 'AIPAJGBSLEBQYACUUOD5K', u'Arn': 'arn:aws:iam::986090843226:instance-profile/EMR_EC2_DefaultRole'}",ami-1ba15e5f,i-c7bbc707,,m3.xlarge,aki-880531cd,easemob,2015-09-22 09:27:42+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:82:60:7e:35:05', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': '', u'Association': {u'PublicIp': '54.153.62.159', u'PublicDnsName': 'ec2-54-153-62-159.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-28440c4c', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-22-254.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.153.62.159', u'PublicDnsName': 'ec2-54-153-62-159.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.22.254'}], u'PrivateDnsName': 'ip-172-31-22-254.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-2329737e', u'AttachTime': datetime.datetime(2015, 9, 22, 9, 27, 42, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'ElasticMapReduce-slave', u'GroupId': 'sg-87552fe2'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.22.254'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-22-254.us-west-1.compute.internal,172.31.22.254,[],ec2-54-153-62-159.us-west-1.compute.amazonaws.com,54.153.62.159,,,instance-store,"[{u'GroupName': 'ElasticMapReduce-slave', u'GroupId': 'sg-87552fe2'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'TASK', u'Key': 'aws:elasticmapreduce:instance-group-role'}, {u'Value': 'j-412DFH4P7WXY', u'Key': 'aws:elasticmapreduce:job-flow-id'}]",paravirtual,vpc-8b49b3ee
i-93e34850,4,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-19ca85b6', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-75ca85da', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-93e34850,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:57:c8:16:4e:e1', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-cda7e9aa', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-16-251.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.16.251'}], u'PrivateDnsName': 'ip-172-31-16-251.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-fe646236', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.16.251'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-16-251.us-west-1.compute.internal,172.31.16.251,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 80, u'Name': 'stopped'}","{u'Message': 'Client.InstanceInitiatedShutdown: Instance initiated shutdown', u'Code': 'Client.InstanceInitiatedShutdown'}",,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push10', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-92e34851,5,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-09ca85a6', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-08ca85a7', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-92e34851,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:04:97:86:67:87', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-cba7e9ac', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-16-252.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.16.252'}], u'PrivateDnsName': 'ip-172-31-16-252.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-fd646235', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.16.252'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-16-252.us-west-1.compute.internal,172.31.16.252,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 80, u'Name': 'stopped'}","{u'Message': 'Client.InstanceInitiatedShutdown: Instance initiated shutdown', u'Code': 'Client.InstanceInitiatedShutdown'}",,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push11', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-91e34852,2,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-07ca85a8', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c4ca856b', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-91e34852,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:b5:67:44:2a:f9', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-c8a7e9af', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-2.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.2'}], u'PrivateDnsName': 'ip-172-31-17-2.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-d0646218', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.2'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-2.us-west-1.compute.internal,172.31.17.2,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 80, u'Name': 'stopped'}","{u'Message': 'Client.InstanceInitiatedShutdown: Instance initiated shutdown', u'Code': 'Client.InstanceInitiatedShutdown'}",,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push12', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-90e34853,3,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-1aca85b5', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c6ca8569', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-90e34853,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:13:33:da:f8:65', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-cfa7e9a8', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-3.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.3'}], u'PrivateDnsName': 'ip-172-31-17-3.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-ff646237', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.3'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-3.us-west-1.compute.internal,172.31.17.3,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 80, u'Name': 'stopped'}","{u'Message': 'Client.InstanceInitiatedShutdown: Instance initiated shutdown', u'Code': 'Client.InstanceInitiatedShutdown'}",,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push13', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-97e34854,0,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c5ca856a', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-48ca85e7', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-97e34854,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:3a:c7:8e:d6:63', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.225.92', u'PublicDnsName': 'ec2-52-53-225-92.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-cca7e9ab', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-0.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.225.92', u'PublicDnsName': 'ec2-52-53-225-92.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.17.0'}], u'PrivateDnsName': 'ip-172-31-17-0.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-d264621a', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.0'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-0.us-west-1.compute.internal,172.31.17.0,[],ec2-52-53-225-92.us-west-1.compute.amazonaws.com,52.53.225.92,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push5', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-96e34855,1,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-0aca85a5', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c7ca8568', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-96e34855,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:bd:ad:d8:37:93', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-caa7e9ad', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-17-1.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.17.1'}], u'PrivateDnsName': 'ip-172-31-17-1.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-d1646219', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.17.1'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-17-1.us-west-1.compute.internal,172.31.17.1,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 80, u'Name': 'stopped'}","{u'Message': 'Client.InstanceInitiatedShutdown: Instance initiated shutdown', u'Code': 'Client.InstanceInitiatedShutdown'}",,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push9', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-afe3486c,8,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-49ca85e6', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-74ca85db', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-afe3486c,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:05:b1:08:f9:c5', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'NetworkInterfaceId': 'eni-d7a7e9b0', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-16-255.us-west-1.compute.internal', u'Primary': True, u'PrivateIpAddress': '172.31.16.255'}], u'PrivateDnsName': 'ip-172-31-16-255.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-8f646247', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.16.255'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-16-255.us-west-1.compute.internal,172.31.16.255,[],,,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 80, u'Name': 'stopped'}","{u'Message': 'Client.InstanceInitiatedShutdown: Instance initiated shutdown', u'Code': 'Client.InstanceInitiatedShutdown'}",,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push8', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-ade3486e,6,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-27ca8588', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-8ec98621', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-ade3486e,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:3c:33:6a:8a:d1', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '54.67.91.79', u'PublicDnsName': 'ec2-54-67-91-79.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-cea7e9a9', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-16-253.us-west-1.compute.internal', u'Association': {u'PublicIp': '54.67.91.79', u'PublicDnsName': 'ec2-54-67-91-79.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.16.253'}], u'PrivateDnsName': 'ip-172-31-16-253.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-f1646239', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.16.253'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-16-253.us-west-1.compute.internal,172.31.16.253,[],ec2-54-67-91-79.us-west-1.compute.amazonaws.com,54.67.91.79,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push7', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
i-ace3486f,7,x86_64,"[{u'DeviceName': '/dev/sda1', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-c3ca856c', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}, {u'DeviceName': '/dev/sdb', u'Ebs': {u'Status': 'attached', u'DeleteOnTermination': True, u'VolumeId': 'vol-8dc98622', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 28, tzinfo=tzutc())}}]",FsQty1457087846920,True,xen,,ami-8d668cc9,i-ace3486f,,m4.large,,easemob,2016-03-04 10:37:27+00:00,{u'State': 'disabled'},"[{u'Status': 'in-use', u'MacAddress': '02:dd:fd:df:21:2f', u'SourceDestCheck': True, u'VpcId': 'vpc-8b49b3ee', u'Description': 'Primary network interface', u'Association': {u'PublicIp': '52.53.241.49', u'PublicDnsName': 'ec2-52-53-241-49.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'NetworkInterfaceId': 'eni-c9a7e9ae', u'PrivateIpAddresses': [{u'PrivateDnsName': 'ip-172-31-16-254.us-west-1.compute.internal', u'Association': {u'PublicIp': '52.53.241.49', u'PublicDnsName': 'ec2-52-53-241-49.us-west-1.compute.amazonaws.com', u'IpOwnerId': 'amazon'}, u'Primary': True, u'PrivateIpAddress': '172.31.16.254'}], u'PrivateDnsName': 'ip-172-31-16-254.us-west-1.compute.internal', u'Attachment': {u'Status': 'attached', u'DeviceIndex': 0, u'DeleteOnTermination': True, u'AttachmentId': 'eni-attach-f0646238', u'AttachTime': datetime.datetime(2016, 3, 4, 10, 37, 27, tzinfo=tzutc())}, u'Groups': [{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}], u'SubnetId': 'subnet-330ad756', u'OwnerId': '986090843226', u'PrivateIpAddress': '172.31.16.254'}]","{u'Tenancy': 'default', u'GroupName': '', u'AvailabilityZone': 'us-west-1a'}",,ip-172-31-16-254.us-west-1.compute.internal,172.31.16.254,[],ec2-52-53-241-49.us-west-1.compute.amazonaws.com,52.53.241.49,,/dev/sda1,ebs,"[{u'GroupName': 'fw-easemob', u'GroupId': 'sg-a8df07cd'}]",True,,,"{u'Code': 16, u'Name': 'running'}",,,subnet-330ad756,"[{u'Value': 'pro4-aws-ca-push6', u'Key': 'Name'}]",hvm,vpc-8b49b3ee
